01/22/2015-09:50:16.044577  [**] [1:2009247:3] ET SHELLCODE Rothenburg Shellcode [**] [Classification: Executable code was detected] [Priority: 1] {TCP} 149.171.126.16:80 -> 175.45.176.2:23357
01/22/2015-09:55:46.823394  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.823406  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.823647  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.823647  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.823652  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.823652  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.833583  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.833595  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.833600  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.833603  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.835395  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.835407  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.836394  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.836407  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.837465  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.837465  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.837474  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.837474  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.856431  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.856444  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.856449  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.856451  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.857394  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.857406  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.859396  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.859409  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.859652  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.859652  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.859657  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.859657  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.879411  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.879421  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.880403  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.880415  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.880719  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.880719  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.880724  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.880724  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.890420  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.890430  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.890435  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.890437  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.892352  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.892359  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.893387  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.893396  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.893593  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.893593  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.893598  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.893598  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.913451  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.913463  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.914396  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.914408  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.914652  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.914652  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.914657  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.914657  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.925439  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.925449  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.926382  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:48.239877  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.6:25 -> 59.166.0.3:62411
01/22/2015-09:55:46.926385  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.926593  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.926593  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.926597  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.926597  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.936434  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.936447  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.937373  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.937381  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.937588  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.937588  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.937593  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.937593  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.949402  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.949414  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.950389  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.950394  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.950586  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.950586  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.950590  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.950590  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.959449  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.959459  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.960393  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.960405  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.960650  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.960650  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.960654  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.960654  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.971423  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.971435  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.972409  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.972421  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.972714  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.972714  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.972715  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.972715  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.982457  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.982467  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.982472  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.982473  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.982810  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.982810  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.982815  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.982815  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.990466  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.990478  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.990483  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.990485  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.992406  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.992418  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.993404  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.993416  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:46.993656  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.993656  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.993661  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:46.993661  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.012328  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.012334  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.013409  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.013421  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
01/22/2015-09:55:47.013655  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.013655  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.013659  [**] [1:2210029:2] SURICATA STREAM ESTABLISHED invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.013659  [**] [1:2210045:2] SURICATA STREAM Packet with invalid ack [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 59.166.0.4:40085 -> 149.171.126.4:80
01/22/2015-09:55:47.024416  [**] [1:2210020:2] SURICATA STREAM ESTABLISHED packet out of window [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 149.171.126.4:80 -> 59.166.0.4:40085
